courier_id	page	page_corr	count	found	not_found	continued_count
074744	20	20	2	0	2	0
074744	23	23	2	0	2	1
074744	29	29	2	0	2	1
074748	66	66	2	0	2	0
074754	14	14	3	0	3	0
074754	15	15	2	0	2	0
074754	31	31	2	2	0	0
074754	40	40	2	1	1	0
074756	33	33	2	0	2	0
074758	9	9	2	0	2	0
074758	10	10	2	0	2	0
074758	12	12	2	0	2	0
074758	13	13	2	0	2	0
074760	6	6	2	0	2	0
074761	5	5	2	0	2	0
074766	18	18	2	0	2	0
074766	23	23	2	1	1	0
074770	16	16	2	0	2	0
074771	26	26	2	1	1	0
074771	27	27	2	0	2	0
074771	29	29	2	0	2	0
074771	31	31	2	0	2	0
074776	6	6	2	0	2	1
074776	8	8	2	0	2	0
074776	25	25	2	0	2	0
074776	38	38	2	0	2	0
074776	39	39	2	0	2	0
074777	16	16	2	0	2	0
074778	17	17	2	0	2	0
074785	8	8	2	0	2	0
074786	18	18	2	0	2	0
074786	30	30	2	0	2	0
074795	11	11	2	0	2	0
074795	30	30	2	0	2	0
074798	16	16	2	0	2	0
074798	17	17	2	0	2	0
074798	18	18	2	0	2	1
074798	19	19	2	0	2	0
074798	20	20	2	0	2	1
074798	21	21	2	0	2	0
074801	22	22	2	0	2	0
074803	6	6	2	0	2	0
074803	24	24	2	0	2	0
074803	28	28	2	0	2	0
074803	29	29	2	0	2	0
074803	30	30	2	0	2	0
074804	26	26	2	1	1	0
074806	15	15	2	0	2	0
074806	24	24	2	0	2	0
074808	26	26	2	0	2	0
074808	27	27	2	0	2	0
074808	28	28	2	0	2	0
074809	22	22	2	0	2	0
074810	6	6	2	1	1	0
074810	9	9	2	1	1	0
074810	10	10	2	0	2	0
074810	16	16	2	0	2	0
074810	23	23	2	0	2	0
074811	33	33	2	1	1	0
074813	6	6	2	0	2	0
074813	14	14	2	0	2	0
074814	18	18	2	0	2	0
074814	62	62	2	0	2	0
074815	26	25	2	0	2	0
074815	27	26	2	0	2	0
074816	8	8	2	0	2	0
074816	14	14	2	0	2	0
074816	20	20	2	0	2	0
074817	12	12	2	0	2	1
074817	22	22	2	0	2	0
074819	24	24	2	0	2	0
074823	8	8	2	0	2	0
074825	14	14	2	0	2	0
074827	24	24	2	0	2	0
074836	11	11	2	0	2	0
074836	12	12	2	0	2	0
074836	13	13	2	0	2	0
074836	14	14	2	1	1	0
074836	15	15	2	0	2	0
074836	16	16	2	0	2	0
074836	17	17	2	0	2	0
074840	28	28	2	0	2	0
074842	30	30	2	0	2	0
074842	32	32	2	0	2	0
074842	33	33	2	0	2	0
074845	18	18	2	0	2	0
074845	42	42	2	0	2	0
074848	23	23	2	0	2	0
074848	28	28	2	0	2	0
074849	6	6	2	0	2	0
074849	44	44	2	0	2	0
074866	36	36	2	0	2	1
074868	11	11	2	0	2	0
074868	23	23	2	0	2	1
074868	30	30	2	0	2	1
074869	26	26	2	0	2	1
074869	28	28	2	0	2	1
074875	16	16	2	0	2	1
074875	32	32	2	0	2	1
074876	57	57	2	0	2	0
074878	16	16	2	0	2	0
074879	12	12	2	1	1	1
074884	4	4	2	0	2	0
074884	5	5	2	0	2	0
074884	6	6	2	1	1	1
074884	7	7	2	0	2	0
074884	8	8	2	0	2	1
074884	9	9	2	0	2	0
074884	10	10	2	0	2	0
074884	11	11	2	0	2	0
074884	12	12	2	0	2	1
074884	13	13	2	0	2	0
074884	14	14	2	0	2	0
074884	15	15	2	0	2	0
074884	16	16	2	0	2	1
074885	11	11	2	0	2	0
074885	12	12	2	0	2	1
074890	6	6	2	0	2	1
074890	8	8	2	0	2	1
074890	10	10	2	0	2	1
074894	23	23	2	0	2	0
074925	32	32	2	0	2	0
074933	5	5	2	0	2	0
074933	11	11	2	0	2	0
074933	20	20	2	0	2	0
074946	3	3	3	0	3	0
074946	4	4	3	0	3	0
074946	5	5	2	0	2	0
074946	7	7	2	0	2	0
074946	8	8	2	1	1	0
074946	9	9	3	0	3	0
074946	10	10	2	0	2	0
074946	11	11	2	1	1	0
074968	3	3	3	0	3	0
074968	4	4	3	0	3	0
074968	7	7	2	0	2	0
074968	10	10	3	0	3	0
074968	11	11	3	0	3	0
074977	2	2	2	0	2	0
074977	3	3	2	0	2	0
074977	4	4	2	1	1	0
074977	7	7	3	0	3	0
074977	8	8	3	1	2	0
074977	9	9	2	1	1	0
074977	10	10	2	0	2	0
074977	11	11	3	0	3	0
076498	30	30	2	0	2	0
076565	38	38	2	0	2	0
076585	31	31	2	0	2	0
076585	32	32	2	0	2	0
076667	18	18	2	1	1	0
076667	41	41	2	0	2	0
077050	34	34	2	0	2	0
078133	32	32	2	1	1	1
078148	16	16	2	1	1	0
078148	17	17	2	0	2	0
078161	22	21	2	0	2	0
078193	10	10	2	1	1	1
078196	6	6	2	0	2	0
078196	7	7	2	1	1	0
078196	24	24	2	1	1	1
078196	25	25	2	0	2	0
078208	8	8	2	0	2	1
078210	24	23	2	0	2	0
078226	8	8	2	0	2	1
078226	16	16	2	0	2	1
078226	28	27	2	0	2	0
078231	14	14	2	1	1	1
078237	26	26	2	0	2	0
078240	24	24	2	0	2	1
078245	28	28	2	0	2	1
078246	6	6	2	1	1	1
078246	7	7	2	1	1	0
078246	10	10	2	0	2	0
078246	25	25	2	0	2	0
078246	28	28	2	1	1	1
078246	49	49	2	1	1	0
078246	73	73	2	0	2	0
078247	6	6	2	0	2	1
078247	26	26	2	0	2	1
078253	24	24	2	0	2	1
078262	22	22	2	0	2	1
078269	26	26	2	0	2	1
078269	27	27	2	0	2	0
078271	12	12	2	0	2	1
078273	28	28	2	0	2	1
078306	14	14	2	0	2	1
078306	18	18	2	1	1	1
078306	30	30	2	1	1	1
078349	12	12	2	0	2	1
078354	24	24	2	0	2	1
078367	12	12	2	0	2	1
078367	22	22	2	0	2	1
078370	16	16	2	1	1	1
078370	17	17	2	0	2	0
078370	20	19	2	0	2	1
078370	22	21	2	0	2	0
078370	24	23	2	0	2	0
078373	10	10	2	0	2	1
078379	12	12	2	0	2	1
078379	14	14	2	0	2	1
078380	15	15	2	0	2	0
078382	6	6	2	1	1	1
078382	28	27	2	0	2	0
078382	30	29	2	0	2	0
078383	12	12	2	1	1	1
078438	8	8	2	0	2	0
078449	24	24	2	0	2	1
078451	18	18	2	0	2	0
078451	36	36	2	1	1	1
078452	30	30	2	0	2	1
079384	9	9	2	0	2	0
079702	38	38	2	0	2	0
081286	2	2	2	0	2	0
081286	3	3	2	0	2	0
081286	4	4	4	1	3	0
081286	6	6	3	1	2	0
081286	7	7	2	0	2	0
081286	9	9	2	2	0	0
081286	11	11	2	0	2	0
081370	2	2	2	0	2	0
081370	4	4	2	0	2	0
081370	5	5	2	0	2	0
081370	6	6	2	0	2	0
081370	9	9	3	1	2	0
081370	10	10	2	0	2	0
081400	3	3	2	1	1	0
081400	4	4	2	0	2	0
081400	6	6	2	0	2	0
081400	11	11	2	0	2	0
081400	13	13	2	1	1	0
081475	3	3	2	0	2	0
081475	6	6	2	1	1	1
081475	7	7	2	0	2	0
081475	8	8	2	0	2	0
081475	11	11	3	0	3	0
081475	12	12	2	1	1	0
081475	13	13	3	0	3	0
081475	15	15	2	0	2	0
081543	3	3	2	0	2	0
081543	4	4	2	1	1	0
081543	8	8	2	0	2	0
081543	9	9	2	0	2	0
081564	5	5	3	1	2	0
081564	10	10	3	0	3	0
081564	11	11	2	0	2	0
081592	2	2	2	0	2	0
081592	4	4	2	1	1	0
081592	8	8	3	0	3	0
081592	11	11	3	1	2	0
081616	2	2	3	1	2	0
081616	3	3	3	0	3	0
081616	5	5	2	0	2	0
081616	8	8	2	0	2	0
081616	9	9	2	0	2	1
081616	11	11	2	0	2	0
081712	11	11	2	1	1	0
081712	13	13	2	1	1	0
081712	17	17	2	1	1	0
081712	18	18	2	1	1	0
081712	19	19	2	1	1	0
081712	21	21	2	2	0	0
081712	29	29	2	2	0	0
081732	8	8	2	0	2	0
083386	25	25	2	1	1	0
085187	47	47	2	1	1	0
085577	16	16	2	0	2	0
085577	40	40	2	0	2	0
086052	49	49	2	1	1	0
086203	14	14	2	0	2	0
086203	15	15	3	0	3	0
086687	33	33	2	0	2	0
087206	15	15	2	0	2	0
087206	20	20	3	0	3	0
087206	24	24	2	0	2	0
087206	32	32	2	1	1	0
087206	38	38	2	1	1	0
087206	45	45	2	0	2	0
087746	16	16	2	1	1	0
087746	20	20	2	1	1	0
087746	34	34	2	0	2	0
087907	22	22	2	0	2	0
088837	46	46	2	0	2	0
089116	20	20	2	0	2	0
090256	22	22	2	1	1	0
090256	39	39	2	1	1	0
090699	30	30	2	0	2	0
090796	48	48	2	0	2	0
090835	17	17	2	1	1	0
090835	36	36	2	0	2	0
091185	21	21	2	1	1	0
091185	31	31	2	1	1	0
091224	14	14	2	0	2	0
091224	32	32	2	0	2	0
091412	26	26	2	0	2	0
091412	27	27	2	0	2	0
092021	35	35	2	1	1	0
092021	36	36	2	0	2	0
092021	38	38	2	0	2	0
092021	39	39	2	0	2	0
092021	42	42	2	0	2	0
092021	43	43	2	1	1	0
092021	44	44	3	0	3	0
092021	45	45	2	0	2	0
092021	46	46	2	0	2	0
092231	26	26	2	0	2	0
092231	27	27	2	0	2	0
092231	28	28	2	0	2	0
092231	29	29	2	0	2	0
092231	40	40	2	1	1	0
092231	42	42	2	0	2	0
092573	24	24	2	0	2	0
092573	25	25	2	0	2	0
092573	26	26	2	0	2	0
092573	27	27	2	0	2	0
092573	50	50	2	1	1	0
092651	28	28	2	0	2	0
092651	29	29	2	0	2	0
092651	30	30	2	0	2	0
092651	31	31	2	0	2	0
093364	25	25	2	0	2	0
093364	26	26	2	0	2	0
093364	27	27	2	0	2	0
093364	28	28	2	0	2	0
093364	29	29	2	0	2	0
093364	30	30	2	0	2	0
093364	31	31	2	0	2	0
093364	32	32	2	0	2	0
093750	40	40	2	1	1	0
094420	40	40	2	0	2	0
094420	41	41	2	0	2	0
095092	46	46	2	1	1	0
095106	8	8	2	1	1	0
096120	42	42	2	0	2	0
096120	43	43	2	0	2	0
096120	44	44	3	0	3	0
096815	36	36	2	0	2	0
096850	38	38	2	1	1	0
097246	13	13	2	0	2	0
097246	51	51	2	1	1	0
097246	52	52	2	0	2	0
098936	23	23	2	0	2	0
098936	32	32	2	0	2	0
098936	48	48	2	0	2	0
099251	18	18	2	0	2	0
099251	20	20	2	0	2	0
099251	21	21	2	0	2	0
099251	27	27	2	0	2	0
099738	13	13	2	1	1	0
099738	18	18	2	0	2	0
099738	22	22	2	1	1	0
099738	25	25	2	0	2	0
099738	29	29	2	1	1	0
099844	46	46	2	0	2	0
100263	9	9	2	1	1	0
100263	26	26	2	1	1	0
100263	48	48	2	0	2	0
101119	29	29	2	1	1	0
101119	31	31	2	1	1	0
101119	34	34	2	0	2	0
101488	26	26	2	0	2	0
101488	32	32	2	0	2	0
102011	46	46	2	0	2	0
102011	47	47	2	0	2	0
102540	30	30	2	0	2	0
102622	14	14	2	1	1	0
102622	22	22	2	0	2	0
102622	24	24	2	0	2	0
102622	26	26	2	0	2	0
103084	47	47	2	1	1	0
104497	16	16	2	0	2	0
104902	49	49	2	1	1	0
104975	15	15	2	1	1	0
105001	20	20	2	0	2	0
105001	36	36	2	0	2	0
105001	48	48	2	0	2	0
105101	27	27	2	0	2	0
105101	34	34	2	0	2	0
105969	49	49	2	0	2	0
109370	9	9	2	1	1	0
109370	27	27	2	1	1	0
109505	8	8	2	0	2	0
109515	78	78	2	0	2	0
109515	91	91	2	1	1	0
109841	31	31	2	1	1	0
111114	14	14	2	0	2	0
111114	50	50	2	1	1	0
112053	6	6	2	0	2	0
112488	14	14	2	1	1	0
112488	20	20	2	1	1	0
112488	26	26	2	0	2	0
112488	56	56	2	0	2	0
112488	57	57	2	0	2	0
112488	58	58	2	0	2	0
112488	59	59	2	0	2	0
112488	61	61	2	0	2	0
112488	65	65	2	1	1	0
112488	66	66	2	0	2	0
112488	68	68	2	0	2	0
112488	70	70	2	1	1	0
112488	75	75	2	0	2	0
113355	15	15	2	1	1	0
113355	22	22	2	0	2	0
113355	23	23	2	0	2	0
113355	26	26	2	0	2	0
113355	27	27	2	0	2	0
113355	33	33	2	1	1	0
113355	34	34	2	1	1	0
113615	12	12	2	0	2	0
113615	13	13	2	0	2	0
113615	27	27	2	0	2	0
113615	31	31	2	0	2	0
113615	44	44	2	0	2	0
114138	16	16	2	1	1	0
114138	20	20	2	1	1	0
114138	31	31	2	1	1	0
114138	42	42	2	1	1	0
114252	26	26	2	0	2	0
114252	28	28	2	1	1	0
114252	29	29	2	0	2	0
114252	30	30	2	0	2	0
114252	31	31	2	1	1	0
114252	32	32	2	1	1	0
114699	22	22	2	0	2	0
114699	24	24	2	0	2	0
114699	25	25	2	0	2	0
114699	32	32	2	0	2	0
114969	15	15	2	1	1	0
114969	18	18	2	0	2	0
114969	19	19	2	1	1	0
114969	20	20	2	0	2	0
114969	21	21	2	1	1	0
114969	22	22	2	0	2	0
114969	23	23	2	1	1	0
114969	24	24	2	0	2	0
114969	25	25	2	1	1	0
114969	26	26	2	1	1	0
114969	27	27	2	1	1	0
114969	28	28	2	1	1	0
114969	29	29	2	1	1	0
114969	30	30	2	0	2	0
114969	31	31	3	2	1	0
114969	32	32	2	0	2	0
114969	33	33	2	1	1	0
114969	34	34	2	0	2	0
114969	35	35	2	1	1	0
114969	36	36	2	0	2	0
114969	44	44	2	1	1	0
115117	28	28	2	1	1	0
115117	30	30	2	0	2	0
115591	13	13	2	0	2	0
115591	28	28	2	0	2	0
115591	30	30	2	0	2	0
115858	20	20	2	0	2	0
115858	21	21	2	0	2	0
115858	33	33	2	0	2	0
116241	16	16	2	0	2	0
116241	24	24	2	1	1	0
116241	25	25	2	0	2	0
116578	16	16	2	0	2	0
116578	42	42	2	0	2	0
116578	59	59	2	1	1	0
117043	25	25	2	0	2	0
117043	26	26	2	0	2	0
117043	27	27	2	1	1	0
117419	42	42	2	1	1	0
117896	34	34	2	1	1	0
118279	13	13	2	1	1	0
118279	26	26	2	1	1	0
118482	21	21	2	1	1	0
118789	25	25	2	0	2	0
118789	27	27	2	0	2	0
118789	29	29	2	0	2	0
118789	34	34	2	0	2	0
119217	11	11	2	0	2	0
119217	27	27	2	0	2	0
119217	29	29	2	0	2	0
119217	32	32	2	0	2	0
119217	34	34	2	0	2	0
119473	11	11	2	0	2	0
119473	19	19	2	0	2	0
119473	24	24	2	1	1	0
119473	27	27	2	0	2	0
119473	33	33	2	0	2	0
119473	42	42	2	0	2	0
119663	11	11	2	0	2	0
119663	27	27	2	0	2	0
119663	31	31	2	0	2	0
119966	15	15	2	1	1	0
119966	20	20	2	0	2	0
119966	23	23	2	0	2	0
119966	24	24	2	0	2	0
119966	35	35	2	0	2	0
119966	40	40	2	1	1	0
